;Fecha;Ronda;Equipo Local;Resultado Local;Equipo Visitante;Resultado Visitante;Cancha;Condición;URL;Competición
0;1905-04-21;Amistoso;Boca;4;Mariano Moreno;0;Boca Juniors;L;partido/boca-4-mariano-moreno-0-amistosos-1905/5138/1905/2905/1.html;Amistosos 1905
1;1905-04-30;Amistoso;Boca;2;Presidente Roca;0;Boca Juniors;L;partido/boca-2-presidente-roca-0-amistosos-1905/5139/1905/2905/2.html;Amistosos 1905
2;1905-05-07;Amistoso;Boca;1;California;3;Boca Juniors;L;partido/boca-1-california-3-amistosos-1905/5140/1905/2905/3.html;Amistosos 1905
3;1905-05-14;Amistoso;Radical;7;Boca;1;Radical;V;partido/radical-7-boca-1-amistosos-1905/5141/1905/2905/4.html;Amistosos 1905
4;1905-06-04;Amistoso;Mariano Moreno;4;Boca;0;Colegio Nacional Sud;V;partido/mariano-moreno-4-boca-0-amistosos-1905/5143/1905/2905/5.html;Amistosos 1905
5;1905-06-18;Amistoso;Presidente Roca;3;Boca;1;Presidente Roca;V;partido/presidente-roca-3-boca-1-amistosos-1905/5144/1905/2905/6.html;Amistosos 1905
6;1905-06-25;Amistoso;Argentino de Piñeiro;1;Boca;1;Argentino (Piñeiro);V;partido/argentino-de-pineiro-1-boca-1-amistosos-1905/5145/1905/2905/7.html;Amistosos 1905
7;1905-06-29;Amistoso;Boca;1;Radical;0;Boca Juniors;L;partido/boca-1-radical-0-amistosos-1905/5146/1905/2905/8.html;Amistosos 1905
8;1905-07-02;Amistoso;San Telmo;0;Boca;2;San Telmo;V;partido/san-telmo-0-boca-2-amistosos-1905/5147/1905/2905/9.html;Amistosos 1905
9;1905-07-16;Amistoso;Boca;0;Aprendices Mecánicos;4;Boca Juniors;L;partido/boca-0-aprendices-mecanicos-4-amistosos-1905/5148/1905/2905/10.html;Amistosos 1905
10;1905-08-06;Copa Villa Lobos;Instituto de Franc;0;Boca;5;Instituto de Franc;V;partido/instituto-de-franc-0-boca-5-amistosos-1905/5150/1905/2905/11.html;Amistosos 1905
11;1905-08-13;Copa Villa Lobos;Boca;0;Mariano Moreno;2;Colegio Nacional Sud;L;partido/boca-0-mariano-moreno-2-amistosos-1905/5151/1905/2905/12.html;Amistosos 1905
12;1905-08-15;Copa Villa Lobos;Boca;1;Estudiantes Unidos;1;Boca Juniors;L;partido/boca-1-estudiantes-unidos-1-amistosos-1905/5249/1905/2905/13.html;Amistosos 1905
13;1905-08-25;Copa Villa Lobos;Arg. Lomas B;2;Boca;0;Argentino de Lomas;V;partido/arg-lomas-b-2-boca-0-amistosos-1905/5250/1905/2905/14.html;Amistosos 1905
14;1905-10-19;Copa Villa Lobos;Libertad Juniors;6;Boca;2;Libertad Juniors;V;partido/libertad-juniors-6-boca-2-amistosos-1905/5251/1905/2905/15.html;Amistosos 1905
15;1905-10-29;Copa Villa Lobos;Estudiantes Unidos;5;Boca;1;Argentino de Lomas;V;partido/estudiantes-unidos-5-boca-1-amistosos-1905/5152/1905/2905/16.html;Amistosos 1905
16;1906-04-26;Amistoso;Boca;17;José Manuel Estrada;4;Boca Juniors;L;partido/boca-17-jose-manuel-estrada-4-amistosos-1906/5277/1906/2906/1.html;Amistosos 1906
17;1906-04-29;Amistoso;Boca;3;Buenos Aires Central;2;Boca Juniors;L;partido/boca-3-buenos-aires-central-2-amistosos-1906/5252/1906/2906/2.html;Amistosos 1906
18;1906-05-13;Liga Central de Football;San Fernando;1;Boca;1;San Fernando;V;partido/san-fernando-1-boca-1-amistosos-1906/5153/1906/2906/3.html;Amistosos 1906
19;1906-05-20;Liga Central de Football;Boca;3;Florida;2;Boca Juniors;L;partido/boca-3-florida-2-amistosos-1906/5154/1906/2906/4.html;Amistosos 1906
20;1906-05-27;Liga Central de Football;Boca;1;General Arenales;1;Boca Juniors;L;partido/boca-1-general-arenales-1-amistosos-1906/5253/1906/2906/5.html;Amistosos 1906
21;1906-08-12;Liga Central de Football;Boca;2;Telégrafo;0;Boca Juniors;L;partido/boca-2-telegrafo-0-amistosos-1906/5254/1906/2906/6.html;Amistosos 1906
22;1906-08-19;Liga Central de Football;Boca;2;Comercio;0;Boca Juniors;L;partido/boca-2-comercio-0-amistosos-1906/5256/1906/2906/7.html;Amistosos 1906
23;1906-08-26;Liga Central de Football;Presidente Roca;0;Boca;1;Presidente Roca;V;partido/presidente-roca-0-boca-1-amistosos-1906/5255/1906/2906/8.html;Amistosos 1906
24;1906-10-14;Liga Central de Football;Boca;0;General Arenales;0;Boca Juniors;L;partido/boca-0-general-arenales-0-amistosos-1906/5155/1906/2906/9.html;Amistosos 1906
25;1906-10-21;Liga Central de Football;Boca;0;Libertad Juniors;0;Boca Juniors;L;partido/boca-0-libertad-juniors-0-amistosos-1906/5156/1906/2906/10.html;Amistosos 1906
26;1906-11-11;Liga Central de Football;Boca;4;Presidente Roca;2;Boca Juniors;L;partido/boca-4-presidente-roca-2-amistosos-1906/5157/1906/2906/11.html;Amistosos 1906
27;1907-05-12;Liga Central de Football;Boca;8;Estímulo al Estudio;0;Boca Juniors;L;partido/boca-8-estimulo-al-estudio-0-amistosos-1907/5158/1907/2907/1.html;Amistosos 1907
28;1907-05-19;Liga Central de Football;Estímulo al Estudio;1;Boca;7;Estímulo al Estudio;V;partido/estimulo-al-estudio-1-boca-7-amistosos-1907/5159/1907/2907/2.html;Amistosos 1907
29;1907-06-09;Asociación Porteña de Foot-ball;Boca;4;General Arenales;1;Boca Juniors;L;partido/boca-4-general-arenales-1-amistosos-1907/5160/1907/2907/3.html;Amistosos 1907
30;1907-06-30;Asociación Porteña de Foot-ball;General Arenales;1;Boca;0;Atlanta;V;partido/general-arenales-1-boca-0-amistosos-1907/5576/1907/2907/4.html;Amistosos 1907
31;1907-08-04;Asociación Porteña de Foot-ball;General Arenales;0;Boca;1;Quo Vadis;V;partido/general-arenales-0-boca-1-amistosos-1907/5161/1907/2907/5.html;Amistosos 1907
32;1907-09-22;Liga Albión;Boca;7;Honor y Patria F.C.;0;Boca Juniors;L;partido/boca-7-honor-y-patria-fc-0-amistosos-1907/5162/1907/2907/6.html;Amistosos 1907
33;1907-09-29;Asociación Porteña de Foot-ball;General Arenales;3;Boca;3;Devoto;V;partido/general-arenales-3-boca-3-amistosos-1907/5163/1907/2907/7.html;Amistosos 1907
34;1907-11-10;Asociación Porteña de Foot-ball;Boca;0;General Arenales;1;Estudiantil Porteño;N;partido/boca-0-general-arenales-1-amistosos-1907/5165/1907/2907/8.html;Amistosos 1907
35;1907-11-17;Liga Albión;Boca;6;Honor y Patria F.C.;0;Boca Juniors;L;partido/boca-6-honor-y-patria-fc-0-amistosos-1907/5166/1907/2907/9.html;Amistosos 1907
36;1907-12-08;Amistoso;Boca;1;Universal (Uruguay);2;Boca Juniors;L;partido/boca-1-universal-uruguay-2-amistosos-1907/5167/1907/2907/10.html;Amistosos 1907
37;1908-01-12;Liga Albión;San Telmo;0;Boca;0;Villa Ballester;V;partido/san-telmo-0-boca-0-amistosos-1908/5169/1908/2908/1.html;Amistosos 1908
38;1908-04-05;Amistoso;Ferro;0;Boca;4;Ferro Carril Oeste;V;partido/ferro-0-boca-4-amistosos-1908/5170/1908/2908/2.html;Amistosos 1908
39;1908-04-12;Liga Albión;San Telmo;1;Boca;4;Villa Ballester;V;partido/san-telmo-1-boca-4-amistosos-1908/5171/1908/2908/3.html;Amistosos 1908
40;1908-08-02;Amistoso;Boca;2;River;1;Boca Juniors;L;partido/boca-2-river-1-amistosos-1908/5172/1908/2908/4.html;Amistosos 1908
41;1908-10-18;Amistoso;Universal (Uruguay);1;Boca;2;Universal (Uruguay);V;partido/universal-uruguay-1-boca-2-amistosos-1908/5278/1908/2908/5.html;Amistosos 1908
42;1909-11-14;Amistoso;Independiente;0;Boca;0;Independiente;V;partido/independiente-0-boca-0-amistosos-1909/5587/1909/2909/1.html;Amistosos 1909
43;1909-12-05;Amistoso;Boca;1;Racing;0;Pabellón de las Rosas;N;partido/boca-1-racing-0-amistosos-1909/5279/1909/2909/2.html;Amistosos 1909
44;1909-12-19;Amistoso;Racing;4;Boca;0;Racing Club;V;partido/racing-4-boca-0-amistosos-1909/5280/1909/2909/3.html;Amistosos 1909
45;1910-03-27;Amistoso;Riachuelo;2;Boca;2;Riachuelo;V;partido/riachuelo-2-boca-2-amistosos-1910/5174/1910/2910/1.html;Amistosos 1910
46;1910-04-17;Amistoso;Boca;4;Racing;2;Boca Juniors;L;partido/boca-4-racing-2-amistosos-1910/5281/1910/2910/2.html;Amistosos 1910
47;1910-06-26;Amistoso;Boca;1;Kimberley;3;Boca Juniors;L;partido/boca-1-kimberley-3-amistosos-1910/5282/1910/2910/3.html;Amistosos 1910
48;1910-09-08;Amistoso;Boca;6;Riachuelo;3;Boca Juniors;L;partido/boca-6-riachuelo-3-amistosos-1910/5283/1910/2910/4.html;Amistosos 1910
49;1911-01-02;Amistoso;Boca;3;Comb. Brasil;3;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-3-comb-brasil-3-amistosos-1911/5285/1911/2911/1.html;Amistosos 1911
50;1911-03-25;Amistoso;Boca;5;Atlanta;1;Boca Juniors;L;partido/boca-5-atlanta-1-amistosos-1911/5286/1911/2911/2.html;Amistosos 1911
51;1911-03-26;Amistoso;Boca;2;Nacional;1;Boca Juniors;L;partido/boca-2-nacional-1-amistosos-1911/5287/1911/2911/3.html;Amistosos 1911
52;1911-04-01;Amistoso;Boca;3;Estudiantil P.;1;Boca Juniors;L;partido/boca-3-estudiantil-p-1-amistosos-1911/5288/1911/2911/4.html;Amistosos 1911
53;1911-04-09;Amistoso;Boca;3;Estudiantes (LP);0;Boca Juniors;L;partido/boca-3-estudiantes-lp-0-amistosos-1911/5289/1911/2911/5.html;Amistosos 1911
54;1911-04-16;Amistoso;Boca;0;Platense;2;Boca Juniors;L;partido/boca-0-platense-2-amistosos-1911/5290/1911/2911/6.html;Amistosos 1911
55;1911-10-02;Amistoso;Boca;5;Estudiantil P.;1;Boca Juniors;L;partido/boca-5-estudiantil-p-1-amistosos-1911/5291/1911/2911/7.html;Amistosos 1911
56;1911-11-19;Amistoso;Universal (Uruguay);3;Boca;2;Gran Parque Central (Uruguay);V;partido/universal-uruguay-3-boca-2-amistosos-1911/5292/1911/2911/8.html;Amistosos 1911
57;1912-03-24;Amistoso;Estudiantil P.;2;Boca;3;Estudiantil Porteño;V;partido/estudiantil-p-2-boca-3-amistosos-1912/5293/1912/2912/1.html;Amistosos 1912
58;1912-03-31;Amistoso;Combinado Local;0;Boca;0;Boca Alumni;V;partido/combinado-local-0-boca-0-amistosos-1912/5586/1912/2912/2.html;Amistosos 1912
59;1912-05-25;Amistoso;Ferro;0;Boca;0;Ferro Carril Oeste;V;partido/ferro-0-boca-0-amistosos-1912/5585/1912/2912/3.html;Amistosos 1912
60;1912-12-01;Amistoso;Boca;2;Racing;3;Racing Club;L;partido/boca-2-racing-3-amistosos-1912/5294/1912/2912/4.html;Amistosos 1912
61;1912-12-15;Amistoso;River;1;Boca;1;River Plate;V;partido/river-1-boca-1-amistosos-1912/5175/1912/2912/5.html;Amistosos 1912
62;1913-02-16;Amistoso;Paraná (Zárate);2;Boca;2;Paraná (Zárate);V;partido/parana-zarate-2-boca-2-amistosos-1913/5176/1913/2913/1.html;Amistosos 1913
63;1913-03-16;Amistoso;Racing;3;Boca;1;Racing Club;V;partido/racing-3-boca-1-amistosos-1913/5295/1913/2913/2.html;Amistosos 1913
64;1913-03-20;Amistoso;Estudiantes (BA);5;Boca;4;Estudiantes (Buenos Aires);V;partido/estudiantes-ba-5-boca-4-amistosos-1913/5296/1913/2913/3.html;Amistosos 1913
65;1913-03-23;Amistoso;Banfield;3;Boca;4;Banfield;V;partido/banfield-3-boca-4-amistosos-1913/5297/1913/2913/4.html;Amistosos 1913
66;1913-04-06;Amistoso;Racing;0;Boca;0;Racing Club;V;partido/racing-0-boca-0-amistosos-1913/5298/1913/2913/5.html;Amistosos 1913
67;1914-03-08;Amistoso;Racing;3;Boca;1;Racing Club;V;partido/racing-3-boca-1-amistosos-1914/5299/1914/2914/1.html;Amistosos 1914
68;1914-03-15;Amistoso;Comercio;1;Boca;2;Comercio;V;partido/comercio-1-boca-2-amistosos-1914/5300/1914/2914/2.html;Amistosos 1914
69;1914-05-03;Amistoso;Comercio;1;Boca;3;Comercio;V;partido/comercio-1-boca-3-amistosos-1914/5301/1914/2914/3.html;Amistosos 1914
70;1914-10-11;Amistoso;Huracán;1;Boca;0;Huracán;V;partido/huracan-1-boca-0-amistosos-1914/5302/1914/2914/4.html;Amistosos 1914
71;1914-11-08;Amistoso;Boca;1;Argentino (Q);0;Boca Juniors;L;partido/boca-1-argentino-q-0-amistosos-1914/5303/1914/2914/5.html;Amistosos 1914
72;1914-12-27;Amistoso;Racing;3;Boca;0;Racing Club;V;partido/racing-3-boca-0-amistosos-1914/5304/1914/2914/6.html;Amistosos 1914
73;1915-03-14;Amistoso;Boca;3;Estudiantil P.;2;Boca Juniors;L;partido/boca-3-estudiantil-p-2-amistosos-1915/5305/1915/2915/1.html;Amistosos 1915
74;1915-03-21;Amistoso;Ferro;0;Boca;0;Ferro Carril Oeste;V;partido/ferro-0-boca-0-amistosos-1915/5306/1915/2915/2.html;Amistosos 1915
75;1915-04-04;Amistoso;Boca;2;Hispano Argentino;3;Boca Juniors;L;partido/boca-2-hispano-argentino-3-amistosos-1915/5308/1915/2915/3.html;Amistosos 1915
76;1915-07-09;Amistoso;Independiente;0;Boca;1;Independiente;V;partido/independiente-0-boca-1-amistosos-1915/5309/1915/2915/4.html;Amistosos 1915
77;1915-10-03;Amistoso;Platense;1;Boca;2;Platense;V;partido/platense-1-boca-2-amistosos-1915/5310/1915/2915/5.html;Amistosos 1915
78;1916-01-02;Amistoso;Independiente;4;Boca;2;Independiente;V;partido/independiente-4-boca-2-amistosos-1916/5569/1916/2916/1.html;Amistosos 1916
79;1916-03-05;Amistoso;Boca;3;Estudiantil P.;1;Boca Juniors;L;partido/boca-3-estudiantil-p-1-amistosos-1916/5311/1916/2916/2.html;Amistosos 1916
80;1916-03-19;Amistoso;Independiente;1;Boca;3;Independiente;V;partido/independiente-1-boca-3-amistosos-1916/5312/1916/2916/3.html;Amistosos 1916
81;1916-05-25;Inauguración Estadio Boca Juniors;Boca;2;GEBA;2;Boca Juniors;L;partido/boca-2-geba-2-amistosos-1916/5177/1916/2916/4.html;Amistosos 1916
82;1916-06-25;Amistoso;Boca;2;Argentino (Q);0;Boca Juniors;L;partido/boca-2-argentino-q-0-amistosos-1916/5313/1916/2916/5.html;Amistosos 1916
83;1916-06-29;Amistoso;Boca;2;Platense;0;Boca Juniors;L;partido/boca-2-platense-0-amistosos-1916/5590/1916/2916/6.html;Amistosos 1916
84;1916-11-12;Amistoso;Boca;1;Sp. Barracas;1;Boca Juniors;L;partido/boca-1-sp-barracas-1-amistosos-1916/5314/1916/2916/7.html;Amistosos 1916
85;1916-11-19;Amistoso;Boca;0;Independiente;1;Boca Juniors;L;partido/boca-0-independiente-1-amistosos-1916/5315/1916/2916/8.html;Amistosos 1916
86;1916-12-04;Amistoso;Columbian;1;Boca;1;Estudiantil Porteño;V;partido/columbian-1-boca-1-amistosos-1916/5316/1916/2916/9.html;Amistosos 1916
87;1917-01-07;Amistoso;Boca;0;Racing;1;Boca Juniors;L;partido/boca-0-racing-1-amistosos-1917/5318/1917/2917/1.html;Amistosos 1917
88;1917-01-14;Amistoso;Boca;2;Combinado Local;2;Boca Juniors;L;partido/boca-2-combinado-local-2-amistosos-1917/5319/1917/2917/2.html;Amistosos 1917
89;1917-03-04;Amistoso;Boca;5;GEBA;3;Boca Juniors;L;partido/boca-5-geba-3-amistosos-1917/5178/1917/2917/3.html;Amistosos 1917
90;1917-03-11;Amistoso;Independiente;1;Boca;1;Independiente;V;partido/independiente-1-boca-1-amistosos-1917/5320/1917/2917/4.html;Amistosos 1917
91;1917-03-18;Amistoso;Nacional (Uru);5;Boca;2;Gran Parque Central (Uruguay);V;partido/nacional-uru-5-boca-2-amistosos-1917/5179/1917/2917/5.html;Amistosos 1917
92;1917-03-25;Amistoso;Sp. Barracas;3;Boca;1;Sportivo Barracas;V;partido/sp-barracas-3-boca-1-amistosos-1917/5321/1917/2917/6.html;Amistosos 1917
93;1917-07-09;Amistoso;Racing;2;Boca;1;Racing Club;V;partido/racing-2-boca-1-amistosos-1917/5322/1917/2917/7.html;Amistosos 1917
94;1917-08-30;Amistoso;Boca;0;Sp. Barracas;1;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-0-sp-barracas-1-amistosos-1917/5323/1917/2917/8.html;Amistosos 1917
95;1917-09-30;Amistoso;Boca;4;Estudiantil P.;0;Boca Juniors;L;partido/boca-4-estudiantil-p-0-amistosos-1917/5324/1917/2917/9.html;Amistosos 1917
96;1917-10-07;Amistoso;Boca;1;Atlanta;2;Boca Juniors;L;partido/boca-1-atlanta-2-amistosos-1917/5325/1917/2917/10.html;Amistosos 1917
97;1917-10-14;Amistoso;Boca;2;Combinado Local;2;Boca Juniors;L;partido/boca-2-combinado-local-2-amistosos-1917/5326/1917/2917/11.html;Amistosos 1917
98;1917-12-02;Amistoso;Estudiantil P.;3;Boca;1;Estudiantil Porteño;V;partido/estudiantil-p-3-boca-1-amistosos-1917/5327/1917/2917/12.html;Amistosos 1917
99;1917-12-09;Amistoso;Boca;2;R. Central;2;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-2-r-central-2-amistosos-1917/5328/1917/2917/13.html;Amistosos 1917
100;1917-12-16;Amistoso;Boca;0;Huracán;0;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-0-huracan-0-amistosos-1917/5329/1917/2917/14.html;Amistosos 1917
101;1918-03-10;Amistoso;Boca;1;Def. de Belgrano;1;Boca Juniors;L;partido/boca-1-def-de-belgrano-1-amistosos-1918/5330/1918/2918/1.html;Amistosos 1918
102;1918-03-17;Amistoso;Boca;1;Huracán;0;Boca Juniors;L;partido/boca-1-huracan-0-amistosos-1918/5331/1918/2918/2.html;Amistosos 1918
103;1918-03-24;Amistoso;Boca;1;Columbian;2;Boca Juniors;L;partido/boca-1-columbian-2-amistosos-1918/5332/1918/2918/3.html;Amistosos 1918
104;1918-03-29;Amistoso;Boca;5;San Isidro;1;Boca Juniors;L;partido/boca-5-san-isidro-1-amistosos-1918/5333/1918/2918/4.html;Amistosos 1918
105;1918-03-31;Amistoso;Boca;3;Sp. Barracas;0;Boca Juniors;L;partido/boca-3-sp-barracas-0-amistosos-1918/5334/1918/2918/5.html;Amistosos 1918
106;1919-02-09;Amistoso;Boca;1;Platense;0;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-1-platense-0-amistosos-1919/5335/1919/2919/1.html;Amistosos 1919
107;1919-02-16;Amistoso;Racing;1;Boca;0;Racing Club;V;partido/racing-1-boca-0-amistosos-1919/5336/1919/2919/2.html;Amistosos 1919
108;1919-02-23;Amistoso;Boca;2;Porteño;0;San Telmo;N;partido/boca-2-porteno-0-amistosos-1919/5337/1919/2919/3.html;Amistosos 1919
109;1919-03-02;Amistoso;Boca;3;Gimnasia (LP);2;Boca Juniors;L;partido/boca-3-gimnasia-lp-2-amistosos-1919/5338/1919/2919/4.html;Amistosos 1919
110;1919-04-17;Amistoso;Boca;4;Combinado Local;3;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-4-combinado-local-3-amistosos-1919/6280/1919/2919/5.html;Amistosos 1919
111;1919-06-11;Amistoso;Racing;0;Boca;0;Racing Club;V;partido/racing-0-boca-0-amistosos-1919/5339/1919/2919/6.html;Amistosos 1919
112;1919-06-19;Amistoso;Boca;0;Huracán;2;Boca Juniors;L;partido/boca-0-huracan-2-amistosos-1919/5340/1919/2919/7.html;Amistosos 1919
113;1919-09-14;Amistoso;Huracán;2;Boca;2;Huracán;V;partido/huracan-2-boca-2-amistosos-1919/5341/1919/2919/8.html;Amistosos 1919
114;1919-11-02;Amistoso;Boca;1;Belgrano (Rosario);3;Boca Juniors;L;partido/boca-1-belgrano-rosario-3-amistosos-1919/5342/1919/2919/9.html;Amistosos 1919
115;1919-11-11;Amistoso;Boca;2;Nacional (Uru);0;Boca Juniors;L;partido/boca-2-nacional-uru-0-amistosos-1919/5181/1919/2919/10.html;Amistosos 1919
116;1920-02-29;Amistoso;Belgrano (Rosario);3;Boca;0;Gimnasia y Esgrima (Rosario);V;partido/belgrano-rosario-3-boca-0-amistosos-1920/5343/1920/2920/1.html;Amistosos 1920
117;1920-03-14;Amistoso;Boca;7;Eureka;0;Boca Juniors;L;partido/boca-7-eureka-0-amistosos-1920/5344/1920/2920/2.html;Amistosos 1920
118;1920-03-19;Amistoso;Boca;3;Palermo;1;Boca Juniors;L;partido/boca-3-palermo-1-amistosos-1920/5345/1920/2920/3.html;Amistosos 1920
119;1920-07-09;Amistoso;Talleres (Cba);1;Boca;1;Liga Cordobesa;V;partido/talleres-cba-1-boca-1-amistosos-1920/5180/1920/2920/4.html;Amistosos 1920
120;1920-08-01;Amistoso;Boca;3;Belgrano (Rosario);0;Boca Juniors;L;partido/boca-3-belgrano-rosario-0-amistosos-1920/5227/1920/2920/5.html;Amistosos 1920
121;1920-11-11;Amistoso;Boca;4;Banfield;3;Boca Juniors;L;partido/boca-4-banfield-3-amistosos-1920/5346/1920/2920/6.html;Amistosos 1920
122;1921-03-13;Amistoso;Boca;2;Huracán;1;Boca Juniors;L;partido/boca-2-huracan-1-amistosos-1921/5347/1921/2921/1.html;Amistosos 1921
123;1921-03-27;Amistoso;Boca;0;Banfield;1;Boca Juniors;L;partido/boca-0-banfield-1-amistosos-1921/5348/1921/2921/2.html;Amistosos 1921
124;1921-04-10;Amistoso;Boca;1;Nueva Chicago;1;Boca Juniors;L;partido/boca-1-nueva-chicago-1-amistosos-1921/5349/1921/2921/3.html;Amistosos 1921
125;1921-04-17;Amistoso;Boca;1;San Telmo;0;Boca Juniors;L;partido/boca-1-san-telmo-0-amistosos-1921/5350/1921/2921/4.html;Amistosos 1921
126;1921-07-17;Amistoso;Boca;1;Platense;1;Boca Juniors;L;partido/boca-1-platense-1-amistosos-1921/5225/1921/2921/5.html;Amistosos 1921
127;1921-09-17;Amistoso;Boca;1;Gimnasia (Mza);1;Boca Juniors;L;partido/boca-1-gimnasia-mza-1-amistosos-1921/5351/1921/2921/6.html;Amistosos 1921
128;1922-03-12;Amistoso;Boca;4;Porteño;0;Boca Juniors;L;partido/boca-4-porteno-0-amistosos-1922/5352/1922/2922/1.html;Amistosos 1922
129;1922-03-19;Amistoso;Boca;3;Sp. Barracas;0;Boca Juniors;L;partido/boca-3-sp-barracas-0-amistosos-1922/5353/1922/2922/2.html;Amistosos 1922
130;1922-03-26;Amistoso;Boca;2;Boca Alumni;0;Boca Juniors;L;partido/boca-2-boca-alumni-0-amistosos-1922/5354/1922/2922/3.html;Amistosos 1922
131;1922-04-01;Amistoso;Boca;4;Sp. Palermo;1;Boca Juniors;L;partido/boca-4-sp-palermo-1-amistosos-1922/5355/1922/2922/4.html;Amistosos 1922
132;1922-04-09;Amistoso;Boca;4;Del Plata;2;Boca Juniors;L;partido/boca-4-del-plata-2-amistosos-1922/5356/1922/2922/5.html;Amistosos 1922
133;1922-04-16;Amistoso;Urquiza;1;Boca;2;Villa Urquiza;V;partido/urquiza-1-boca-2-amistosos-1922/5357/1922/2922/6.html;Amistosos 1922
134;1922-07-09;Amistoso;Tiro Federal (Ros.);3;Boca;2;Gimnasia y Esgrima (Rosario);V;partido/tiro-federal-ros-3-boca-2-amistosos-1922/5190/1922/2922/7.html;Amistosos 1922
135;1922-07-30;Amistoso;Boca;4;Sp. Palermo;0;Boca Juniors;L;partido/boca-4-sp-palermo-0-amistosos-1922/5358/1922/2922/8.html;Amistosos 1922
136;1922-08-06;Amistoso;Boca;1;Dock Sud;0;Boca Juniors;L;partido/boca-1-dock-sud-0-amistosos-1922/5359/1922/2922/9.html;Amistosos 1922
137;1922-08-20;Amistoso;Sp. Barracas;0;Boca;0;Sportivo Barracas;V;partido/sp-barracas-0-boca-0-amistosos-1922/6346/1922/2922/10.html;Amistosos 1922
138;1922-09-17;Amistoso;El Porvenir;1;Boca;2;El Porvenir;V;partido/el-porvenir-1-boca-2-amistosos-1922/5360/1922/2922/11.html;Amistosos 1922
139;1922-11-11;Amistoso;Boca;2;Universal (Uruguay);1;Huracán;L;partido/boca-2-universal-uruguay-1-amistosos-1922/5361/1922/2922/12.html;Amistosos 1922
140;1922-12-24;Amistoso;Boca;3;Sp. Palermo;2;Gimnasia y Esgrima (Buenos Aires);N;partido/boca-3-sp-palermo-2-amistosos-1922/5362/1922/2922/13.html;Amistosos 1922
141;1923-01-21;Amistoso;Boca;3;La Continental;3;Boca Juniors;L;partido/boca-3-la-continental-3-amistosos-1923/5363/1923/2923/1.html;Amistosos 1923
142;1923-01-28;Amistoso;Boca;0;Independiente;1;Boca Juniors;L;partido/boca-0-independiente-1-amistosos-1923/5364/1923/2923/2.html;Amistosos 1923
143;1923-02-25;Amistoso;Boca;4;Sp. Barracas;1;Boca Juniors;L;partido/boca-4-sp-barracas-1-amistosos-1923/5365/1923/2923/3.html;Amistosos 1923
144;1923-03-04;Amistoso;Boca;4;Porteño;0;Boca Juniors;L;partido/boca-4-porteno-0-amistosos-1923/5366/1923/2923/4.html;Amistosos 1923
145;1923-07-21;Amistoso;Boca;2;R. Central;2;Gimnasia y Esgrima (Buenos Aires);L;partido/boca-2-r-central-2-amistosos-1923/5367/1923/2923/5.html;Amistosos 1923
146;1923-10-14;Amistoso;Sp. Barracas;0;Boca;2;Sportivo Barracas;V;partido/sp-barracas-0-boca-2-amistosos-1923/5368/1923/2923/6.html;Amistosos 1923
147;1924-02-17;Amistoso;Dock Sud;3;Boca;0;Sportivo Dock Sud;V;partido/dock-sud-3-boca-0-amistosos-1924/5369/1924/2924/1.html;Amistosos 1924
148;1924-02-24;Amistoso;El Porvenir;2;Boca;2;El Porvenir;V;partido/el-porvenir-2-boca-2-amistosos-1924/5370/1924/2924/2.html;Amistosos 1924
149;1924-03-22;Amistoso;Boca;3;Arg. de Banfield;0;Boca Juniors;L;partido/boca-3-arg-de-banfield-0-amistosos-1924/5371/1924/2924/3.html;Amistosos 1924
150;1924-07-06;Inauguración Estadio Boca Juniors;Boca;2;Nacional (Uru);1;Boca Juniors;L;partido/boca-2-nacional-uru-1-amistosos-1924/4979/1924/2924/4.html;Amistosos 1924
151;1924-07-09;Amistoso;Boca;0;Plymouth (Ing);0;Boca Juniors;L;partido/boca-0-plymouth-ing-0-amistosos-1924/4978/1924/2924/5.html;Amistosos 1924
152;1924-07-20;Amistoso;Sportivo Baradero;1;Boca;1;Sportivo Baradero;V;partido/sportivo-baradero-1-boca-1-amistosos-1924/5373/1924/2924/6.html;Amistosos 1924
153;1924-08-15;Amistoso;Libertad (Concordia);0;Boca;3;Libertad (Concordia);V;partido/libertad-concordia-0-boca-3-amistosos-1924/4977/1924/2924/7.html;Amistosos 1924
154;1924-08-17;Amistoso;Liga Concordia;0;Boca;5;Libertad (Concordia);V;partido/liga-concordia-0-boca-5-amistosos-1924/5374/1924/2924/8.html;Amistosos 1924
155;1924-09-14;Amistoso;Huracán;1;Boca;1;Huracán;V;partido/huracan-1-boca-1-amistosos-1924/5375/1924/2924/9.html;Amistosos 1924
156;1924-09-27;Amistoso;Boca;1;Nobleza Argentina;2;Boca Juniors;L;partido/boca-1-nobleza-argentina-2-amistosos-1924/5376/1924/2924/10.html;Amistosos 1924
157;1924-10-19;Amistoso;Boca;1;Nobleza Argentina;2;Boca Juniors;L;partido/boca-1-nobleza-argentina-2-amistosos-1924/5377/1924/2924/11.html;Amistosos 1924
